species_code,date,longitude,latitude,prev_dist_km
yebsap-example,2023-01-04,-87.16222055597277,33.685272720056155,34.2129445325409
yebsap-example,2023-01-11,-87.09141720176753,33.56220250416842,15.174056620358206
yebsap-example,2023-01-18,-87.14031457833902,33.51736440931139,6.737645609751196
yebsap-example,2023-01-25,-86.93968736924327,33.59958457857031,20.71683156109795
yebsap-example,2023-02-01,-86.94674414663444,33.505678156470474,10.462390653390614
yebsap-example,2023-02-08,-87.14555308861135,33.42070535705751,20.721720788950833
yebsap-example,2023-02-15,-87.08226814725253,33.303253576128085,14.321617340221238
yebsap-example,2023-02-22,-87.24915582240862,33.07569199203,29.68926039009117
yebsap-example,2023-03-01,-87.57746542224193,32.864371909411325,38.60272258362482
yebsap-example,2023-03-08,-87.69382175257266,32.75474273823203,16.33559994236633
yebsap-example,2023-03-15,-87.25189001984228,33.15108739951175,60.35391305278335
yebsap-example,2023-03-22,-86.70718545779879,34.090031155214156,115.94967953376975
yebsap-example,2023-03-29,-85.27803581910213,36.55187332179143,302.88906796157755
yebsap-example,2023-04-05,-84.26166697223019,40.25206622902787,420.85835730785874
yebsap-example,2023-04-12,-80.63479461242375,44.214882791214606,532.1601368738783
yebsap-example,2023-04-19,-79.65153071391549,45.99742866910306,212.69737434482175
yebsap-example,2023-04-26,-79.7593132971275,46.77716782825491,87.09637350495846
yebsap-example,2023-05-03,-83.22738279768706,48.31630579705826,311.4727619716351
yebsap-example,2023-05-10,-88.11268073043988,50.532721448808566,430.65600015963736
yebsap-example,2023-05-17,-88.47504764488227,50.75587052482989,35.61680414701571
yebsap-example,2023-05-24,-85.84568893074399,49.78898288200795,215.56879754110287
yebsap-example,2023-05-31,-84.20487446881354,49.316975487233634,129.47469049681908
yebsap-example,2023-06-07,-83.67615367643859,49.13232170846346,43.541288291020344
yebsap-example,2023-06-14,-83.96808012195649,49.12865669467933,21.24424124703516
yebsap-example,2023-06-21,-84.66367279884723,49.24673278311276,52.22932909059179
yebsap-example,2023-06-28,-85.10768021575824,49.33406459778158,33.63363960607206
yebsap-example,2023-07-05,-85.64348110468552,49.466355377549526,41.46854834908855
yebsap-example,2023-07-12,-86.39204207705018,49.71183070893915,60.469815526248986
yebsap-example,2023-07-19,-86.0474352281396,49.24488208878256,57.5827629139399
yebsap-example,2023-07-26,-86.10782318287727,49.01993801373711,25.395625889867063
yebsap-example,2023-08-02,-85.64999925553738,48.64864594037799,53.1731614757425
yebsap-example,2023-08-09,-85.24053066035324,48.40702961338738,40.38580645767471
yebsap-example,2023-08-16,-85.08296107720662,48.24871372608293,21.109250856291244
yebsap-example,2023-08-23,-84.73099510642244,48.08393910660703,31.891559535418523
yebsap-example,2023-08-30,-84.04911831801326,47.71147391542408,65.5701069511377
yebsap-example,2023-09-06,-84.47275010666392,47.76506362336273,32.2350213489307
yebsap-example,2023-09-13,-83.20513669864789,47.416569173599115,102.65445671080764
yebsap-example,2023-09-20,-82.72775665607249,46.94755661898461,63.41484792335143
yebsap-example,2023-09-27,-82.4728057462733,45.87093561085412,121.30008204986903
yebsap-example,2023-10-04,-84.15493712012827,42.33250456297747,415.7241199084498
yebsap-example,2023-10-11,-86.07962555502822,36.71323281203309,646.223737242658
yebsap-example,2023-10-18,-87.31866188570623,34.54537094064905,265.78977080295977
yebsap-example,2023-10-25,-87.20865424499645,34.30897650184553,28.15584742152675
yebsap-example,2023-11-01,-87.12016570227867,34.168604710435,17.601050898732495
yebsap-example,2023-11-08,-86.99330384881205,34.21552714247224,12.781650300538114
yebsap-example,2023-11-15,-86.87528366380289,34.213629058628406,10.8541731337631
yebsap-example,2023-11-22,-86.74939351309355,34.25880957032701,12.61621175429083
yebsap-example,2023-11-29,-86.6487758137608,34.10695087137148,19.25610844791845
yebsap-example,2023-12-06,-86.78295779988007,33.95725000187084,20.7359453047045
yebsap-example,2023-12-13,-86.85820056030265,34.009518910970385,9.050426861964608
yebsap-example,2023-12-20,-86.86681808687553,33.98510445824119,2.8286186681567314
yebsap-example,2023-12-27,-86.87138122728989,33.87562034344942,12.181374377580564
